CO,O3,NO,NO2,PM2.5,NOX,PM10,SO2,WSR,WDR,Zona,Hora
2.54,57.0,3.4,4.7,21.97,8.0,31.0,3.1,8.7,63.0,CENTRO,16
2.58,53.0,3.5,5.6,20.11,9.1,29.0,3.7,10.3,66.0,CENTRO,17
2.61,50.0,3.0,6.1,19.44,9.1,34.0,2.6,9.4,67.0,CENTRO,18
2.62,49.0,2.4,5.9,18.34,8.3,32.0,2.3,6.7,125.0,CENTRO,19
2.69,34.0,2.5,9.6,18.425,12.0,24.0,2.3,6.2,114.0,CENTRO,20
2.58,40.0,2.2,6.1,18.445,8.4,25.0,2.35,6.5,107.0,CENTRO,21
2.61,33.0,2.2,7.7,18.11,10.0,22.0,2.4,3.4,88.0,CENTRO,22
2.7,21.0,2.4,11.0,18.87,13.4,19.0,2.3,1.0,76.0,CENTRO,23
2.62,22.0,2.3,10.0,18.81,12.4,24.0,3.0,1.3,262.0,CENTRO,0
2.6,24.0,2.2,8.4,19.35,10.7,23.0,2.6,0.9,247.0,CENTRO,1
2.72,9.0,2.5,14.6,20.58,17.1,24.0,5.0,1.3,312.0,CENTRO,2
2.69,8.0,3.2,14.4,22.252,17.6,52.0,5.4,0.9,280.0,CENTRO,3
2.89,7.0,6.4,15.6,22.89,22.0,43.0,4.0,1.1,24.0,CENTRO,4
3.27,7.0,7.7,14.8,23.005000000000003,22.4,48.0,3.8,1.0,293.0,CENTRO,5
3.01,6.0,8.6,14.0,23.381666666666668,22.6,54.0,3.4,0.9,236.0,CENTRO,6
2.95,6.0,17.3,13.9,24.314999999999998,31.2,49.0,4.0,1.4,285.0,CENTRO,7
3.51,8.0,36.4,14.9,63.12436619718309,51.2,61.0,5.9,1.3,277.0,CENTRO,8
3.36,11.0,28.0,16.8,63.42577464788732,44.7,83.0,8.8,3.7,230.0,CENTRO,9
3.26,18.0,19.5,17.7,63.727183098591546,37.1,93.0,8.2,3.2,24.0,CENTRO,10
3.35,21.0,22.6,22.1,64.02859154929577,44.6,99.0,9.6,4.5,59.0,CENTRO,11
3.09,31.0,18.7,20.3,64.33,39.0,110.5,21.4,7.7,63.0,CENTRO,12
2.73,50.0,6.0,11.2,30.94,17.2,122.0,7.6,8.4,63.0,CENTRO,13
2.73,57.0,5.1,10.0,33.57,15.0,67.0,6.7,9.6,54.0,CENTRO,14
2.68,64.0,3.5,7.1,27.39,10.6,70.0,7.5,11.1,78.0,CENTRO,15
2.62,68.0,3.2,5.8,23.33,8.9,53.0,9.6,11.3,66.0,CENTRO,16
2.72,68.0,3.0,6.3,21.21,9.3,46.0,15.4,11.6,78.0,CENTRO,17
2.67,59.0,2.8,6.8,16.64,9.6,43.0,12.8,11.4,97.0,CENTRO,18
2.73,46.0,2.6,9.5,18.96,12.0,38.0,4.7,8.7,103.0,CENTRO,19
2.79,38.0,2.5,10.5,19.92,13.0,30.0,3.0,6.0,108.0,CENTRO,20
2.66,38.0,2.5,8.1,17.78,10.5,30.0,5.1,9.0,89.0,CENTRO,21
2.73,31.0,2.3,9.7,22.46,11.9,27.0,3.9,3.8,115.0,CENTRO,22
2.7,33.0,2.3,8.9,23.22,11.3,24.0,2.8,3.0,84.0,CENTRO,23
2.71,25.0,2.6,10.8,20.47,13.4,27.0,3.1,3.2,14.0,CENTRO,0
2.73,11.0,3.6,15.5,29.62,19.1,31.0,7.1,5.0,353.0,CENTRO,1
2.66,23.0,2.4,9.0,24.81,11.4,59.0,4.3,5.0,50.0,CENTRO,2
2.58,18.0,2.6,9.8,24.92,12.4,36.0,6.8,3.6,76.0,CENTRO,3
2.59,17.0,2.4,9.2,26.17,11.5,43.0,4.6,2.5,11.0,CENTRO,4
2.68,18.0,2.2,7.8,24.67,10.0,38.0,3.3,1.6,357.0,CENTRO,5
2.71,14.0,2.4,9.7,27.565,12.1,25.0,3.2,2.5,341.0,CENTRO,6
2.86,14.0,2.3,9.1,30.46,11.4,35.0,3.0,1.2,14.0,CENTRO,7
3.02,8.0,4.9,11.4,31.28,16.2,36.0,2.9,1.2,247.0,CENTRO,8
2.97,18.0,7.3,9.8,37.45,17.1,45.0,4.0,4.0,8.0,CENTRO,9
3.08,24.0,7.5,10.6,45.22,18.1,51.0,4.4,4.5,20.0,CENTRO,10
3.48,31.0,8.6,12.1,55.31,20.7,67.0,5.3,4.3,25.0,CENTRO,11
3.38,31.0,12.3,16.0,60.0,28.3,79.0,12.0,5.6,43.0,CENTRO,12
3.0,39.0,9.1,14.6,54.82,23.7,94.0,16.3,6.1,56.0,CENTRO,13
2.86,64.0,3.9,8.0,43.0,11.9,78.0,10.5,7.2,61.0,CENTRO,14
2.77,72.0,2.9,5.2,30.69,8.1,65.0,4.5,7.5,53.0,CENTRO,15
2.69,69.0,2.5,3.7,24.38,6.1,46.0,3.5,9.8,138.0,CENTRO,16
2.66,61.0,2.4,3.1,23.3,5.5,40.0,3.0,10.7,140.0,CENTRO,17
2.65,57.0,2.4,3.2,24.91,5.6,33.0,3.0,9.4,111.0,CENTRO,18
2.7,48.0,2.3,4.8,23.06,7.1,34.0,2.9,6.2,120.0,CENTRO,19
2.81,37.0,2.2,7.4,25.06,9.6,27.0,2.8,4.6,128.0,CENTRO,20
2.65,46.0,2.2,2.9,22.83,5.1,30.0,2.7,11.9,154.0,CENTRO,21
2.68,41.0,2.25,3.7,23.24,5.9,39.0,2.6,10.2,120.0,CENTRO,22
2.79,28.0,2.3,7.3,28.61,9.6,29.0,2.9,6.7,57.0,CENTRO,23
2.775,25.0,2.3,7.800000000000001,26.779999999999998,10.1,30.5,3.35,6.3999999999999995,30.5,CENTRO,0
2.76,22.0,2.3,8.3,24.95,10.6,32.0,3.8,6.1,4.0,CENTRO,1
2.8,19.0,2.3,8.3,26.45,10.6,31.0,3.3,3.6,344.0,CENTRO,2
2.77,19.0,2.2,8.1,31.43,10.3,36.0,3.0,4.6,333.0,CENTRO,3
2.83,19.0,2.2,7.7,33.34,9.9,36.0,2.8,2.6,335.0,CENTRO,4
2.95,11.0,2.5,9.7,32.97,12.1,36.0,2.8,1.7,42.0,CENTRO,5
2.87,13.0,2.2,7.1,35.18,9.3,34.5,2.6,1.9,321.0,CENTRO,6
2.85,10.0,3.1,7.9,41.43666666666667,11.0,33.0,2.8,2.1,268.0,CENTRO,7
3.07,6.0,12.0,10.0,47.693333333333335,21.9,35.0,3.3,1.4,265.0,CENTRO,8
3.02,16.0,8.1,9.5,53.95,17.6,62.0,7.8,1.7,59.0,CENTRO,9
3.04,23.0,7.7,9.6,55.84,17.3,65.0,8.1,3.3,34.0,CENTRO,10
2.97,31.0,7.0,9.6,53.88,16.6,76.0,7.0,3.6,80.0,CENTRO,11
3.18,38.0,8.5,14.8,62.15,23.3,68.0,7.8,4.2,67.0,CENTRO,12
3.2,41.0,10.0,19.1,65.51,29.1,97.0,18.3,5.0,96.0,CENTRO,13
3.23,79.0,4.5,14.5,62.21,19.0,89.0,9.3,8.3,90.0,CENTRO,14
3.05,107.0,2.7,7.9,47.9,10.6,91.0,6.0,8.7,84.0,CENTRO,15
2.88,98.0,2.6,6.0,35.91,8.6,69.0,5.6,7.7,74.0,CENTRO,16
2.79,87.0,2.5,4.0,30.34,6.4,52.0,3.4,8.0,99.0,CENTRO,17
2.74,69.0,2.4,3.8,23.35,6.1,37.0,2.8,9.9,117.0,CENTRO,18
2.8,52.0,2.3,6.1,25.37,8.3,29.0,2.8,7.5,92.0,CENTRO,19
3.0,35.0,2.4,10.7,29.825,13.1,28.0,3.8,5.6,66.0,CENTRO,20
3.08,22.0,2.3,13.0,34.28,15.3,48.0,3.1,2.1,75.0,CENTRO,21
2.98,24.0,2.3,11.1,31.56,13.4,41.0,3.2,3.4,73.0,CENTRO,22
2.91,25.0,2.25,8.7,26.78,10.9,40.0,3.7,1.1,292.0,CENTRO,23
2.79,25.0,2.2,8.2,19.17,10.5,33.0,3.8,1.3,289.0,CENTRO,0
2.91,8.0,2.5,14.8,24.17,17.4,24.0,5.3,2.7,305.0,CENTRO,1
2.97,8.0,2.4,13.2,29.17,15.6,54.0,3.6,1.8,275.0,CENTRO,2
3.0,7.0,3.0,13.2,28.54,16.2,47.0,3.4,2.2,273.0,CENTRO,3
2.96,8.0,2.9,12.3,32.09,15.2,41.0,4.4,1.0,286.0,CENTRO,4
2.92,6.0,3.3,13.3,34.42,16.5,47.0,5.2,1.3,281.0,CENTRO,5
2.93,8.0,5.2,12.5,32.42,17.7,48.0,6.0,1.8,277.0,CENTRO,6
3.1,6.0,11.2,13.2,37.89,24.3,47.0,5.6,2.1,315.0,CENTRO,7
4.25,7.0,54.7,13.4,39.97,68.0,60.0,5.5,1.2,318.0,CENTRO,8
3.64,9.0,29.8,15.3,31.79,45.0,132.0,7.7,3.5,228.0,CENTRO,9
3.22,18.0,13.9,14.0,26.68,27.8,81.0,7.0,3.0,215.0,CENTRO,10
3.42,23.0,17.7,19.3,27.5,37.0,65.0,9.6,2.7,57.0,CENTRO,11
3.63,34.0,14.7,21.3,37.26,35.9,65.0,16.4,4.6,58.0,CENTRO,12
2.9,56.0,4.0,8.3,21.44,12.3,101.0,6.2,6.4,96.0,CENTRO,13
2.77,65.0,3.2,6.6,22.09,9.8,54.0,4.9,7.4,122.0,CENTRO,14
2.75,78.0,2.6,5.1,18.04,7.7,46.0,3.0,8.3,134.0,CENTRO,15
2.78,69.0,2.7,5.4,24.19,8.1,36.0,9.8,15.2,96.0,CENTRO,16
2.83,49.0,3.0,6.3,29.99,9.1,108.0,12.4,14.6,93.0,CENTRO,17
2.84,46.0,2.7,6.1,27.68,8.7,62.0,5.7,13.3,87.0,CENTRO,18
2.92,31.0,2.8,8.8,23.52,11.5,43.0,4.3,12.1,84.0,CENTRO,19
2.86,32.0,2.5,8.1,23.07,10.6,35.0,4.2,11.6,88.0,CENTRO,20
2.8,38.0,2.4,5.4,24.18,7.7,38.0,4.6,8.8,107.0,CENTRO,21
2.78,37.0,2.3,5.6,28.07,7.9,30.0,5.0,4.9,138.0,CENTRO,22
2.81,33.0,2.3,6.2,29.053333333333335,8.5,23.0,3.2,2.7,105.0,CENTRO,23
2.77,38.0,2.25,5.0,30.036666666666665,7.2,26.0,5.1,5.4,81.0,CENTRO,0
2.8,27.0,2.2,5.8,31.02,8.1,35.0,5.0,3.3,5.0,CENTRO,1
2.89,6.0,2.8,12.9,36.55,15.7,39.0,5.3,4.9,359.0,CENTRO,2
2.85,10.0,2.3,9.2,36.09,11.6,60.0,3.5,2.6,50.0,CENTRO,3
2.84,13.0,2.2,5.7,38.54,7.9,55.0,3.0,1.7,131.0,CENTRO,4
2.87,10.0,2.3,6.5,35.57,8.8,36.0,2.7,1.0,265.0,CENTRO,5
2.87,8.0,2.5,9.3,36.52,11.7,41.0,3.4,2.3,241.0,CENTRO,6
3.0,7.0,7.5,12.6,41.2,20.0,55.0,5.7,2.2,316.0,CENTRO,7
3.64,7.0,28.6,13.0,49.64,41.5,96.0,7.4,1.6,312.0,CENTRO,8
4.1,6.0,39.0,14.8,51.1,53.7,130.0,4.8,3.6,78.0,CENTRO,9
3.77,2.0,39.7,13.9,83.06,53.5,117.0,13.1,6.6,77.0,CENTRO,10
3.47,8.0,18.4,14.2,75.66,32.6,174.0,12.8,6.1,70.0,CENTRO,11
3.32,14.0,11.7,13.7,71.43,25.4,147.0,11.8,6.3,49.0,CENTRO,12
3.16,16.0,9.6,12.8,61.77,22.3,127.0,9.2,6.6,52.0,CENTRO,13
3.13,22.0,8.5,11.5,55.63,20.0,101.0,8.9,7.5,68.0,CENTRO,14
3.08,24.0,7.2,11.3,57.95,18.4,83.0,8.5,8.2,74.0,CENTRO,15
3.06,37.0,4.3,8.9,48.61,13.1,85.0,8.9,7.0,71.0,CENTRO,16
3.02,26.0,5.0,12.5,46.75,17.4,74.0,10.8,4.8,82.0,CENTRO,17
3.06,26.0,3.5,10.9,45.16,14.4,69.0,7.9,3.6,99.0,CENTRO,18
3.15,32.0,2.6,10.5,50.18,13.1,58.0,5.5,5.0,114.0,CENTRO,19
3.01,38.0,2.5,7.3,44.07,9.8,66.0,6.8,5.3,111.0,CENTRO,20
3.04,30.0,2.5,9.0,44.72,11.5,54.0,5.2,3.9,118.0,CENTRO,21
3.04,26.0,2.525,9.2,46.74,11.6,59.0,4.6,3.4,76.0,CENTRO,22
3.0,22.0,2.5500000000000003,8.9,40.59,11.3,52.0,4.5,1.9,64.0,CENTRO,23
2.86,33.0,2.575,5.5,38.75,7.9,46.0,4.3,6.4,66.0,CENTRO,0
2.87,21.0,2.6,8.4,43.11,10.9,50.0,4.9,3.4,52.0,CENTRO,1
2.85,16.0,2.625,7.1,42.15,9.5,60.0,3.9,1.6,214.0,CENTRO,2
2.87,14.0,2.6500000000000004,5.8,46.52,8.2,59.0,3.1,1.6,227.0,CENTRO,3
2.91,11.0,2.6750000000000003,6.5,46.84,9.0,49.0,2.8,1.8,270.0,CENTRO,4
2.94,7.0,2.7,7.9,45.63,10.6,48.0,2.7,2.4,214.0,CENTRO,5
2.96,6.0,3.1,10.2,44.42,13.3,56.0,2.7,3.9,45.0,CENTRO,6
3.08,7.0,4.4,10.8,40.31,15.2,65.0,3.1,5.6,119.0,CENTRO,7
3.11,8.0,7.5,10.2,39.27,17.6,68.0,3.3,2.0,192.0,CENTRO,8
3.33,10.0,11.2,10.9,35.15,22.0,70.0,3.6,6.2,121.0,CENTRO,9
3.055,24.0,7.8,7.9,27.38,15.65,79.5,3.35,7.3999999999999995,222.0,CENTRO,10
2.78,38.0,4.4,4.9,19.61,9.3,89.0,3.1,8.6,323.0,CENTRO,11
2.66,46.0,3.5,3.4,13.87,6.9,81.0,2.1,12.5,329.0,CENTRO,12
2.67,45.0,3.6,3.7,12.45,7.3,106.0,2.1,12.5,343.0,CENTRO,13
2.66,46.0,3.4,3.6,17.01,6.9,56.0,2.1500000000000004,14.1,334.0,CENTRO,14
2.63,51.0,3.1,3.1,11.93,6.2,93.0,2.2,7.4,350.0,CENTRO,15
2.63,53.0,3.1,3.3,16.58,6.3,85.0,2.2,8.7,318.0,CENTRO,16
2.67,49.0,3.3,4.1,18.0,7.4,66.0,2.1,13.9,313.0,CENTRO,17
2.66,51.0,2.9,4.2,16.68,7.1,59.0,2.0,10.5,308.0,CENTRO,18
2.82,47.0,2.8,8.5,12.91,11.3,32.0,2.3,6.2,116.0,CENTRO,19
2.96,38.0,2.8,13.2,16.18,16.0,45.0,2.4,7.2,103.0,CENTRO,20
2.95,28.0,2.9,14.4,21.17,17.2,61.0,3.7,5.3,61.0,CENTRO,21
2.87,24.0,3.0,14.1,18.11,17.2,49.0,6.7,7.8,49.0,CENTRO,22
2.7,36.0,2.5,9.0,13.14,11.4,49.0,2.6,6.9,75.0,CENTRO,23
2.69,35.0,2.5,8.6,11.48,11.0,26.0,3.5,7.7,86.0,CENTRO,0
2.72,37.0,2.4,7.1,14.81,9.5,20.0,4.1,7.6,92.0,CENTRO,1
2.65,40.0,2.3,6.3,13.86,8.6,25.0,5.1,7.8,71.0,CENTRO,2
2.59,44.0,2.3,4.6,15.05,6.9,33.0,4.2,8.0,71.0,CENTRO,3
2.63,43.0,2.2,4.7,15.58,6.9,18.0,4.1,7.8,70.0,CENTRO,4
2.62,41.0,2.2,4.9,12.37,7.1,22.0,2.9,8.8,56.0,CENTRO,5
2.62,38.0,2.3,5.0,8.79,7.2,13.0,2.7,8.4,58.0,CENTRO,6
2.69,27.0,2.4,8.4,12.64,10.9,17.0,3.1,7.5,95.0,CENTRO,7
2.97,22.0,3.9,10.6,10.55,14.4,24.0,4.0,6.7,110.0,CENTRO,8
2.95,27.0,5.5,9.1,14.02,14.5,28.0,3.9,8.0,67.0,CENTRO,9
2.92,34.0,4.8,6.5,14.11,11.3,28.0,3.5,7.1,58.0,CENTRO,10
2.85,38.0,4.9,6.6,17.28,11.4,36.0,4.4,4.7,77.0,CENTRO,11
2.88,45.0,4.4,6.6,19.83,11.0,32.0,4.0,5.1,46.0,CENTRO,12
2.86,53.0,3.8,6.0,21.26,9.7,36.0,4.0,5.1,44.0,CENTRO,13
2.85,55.0,3.7,6.4,16.94,10.1,36.0,4.4,6.3,115.0,CENTRO,14
2.82,57.0,3.6,6.8,16.91,10.4,61.0,4.9,6.0,170.0,CENTRO,15
2.79,59.0,3.2,6.4,15.35,9.6,42.0,4.3,6.6,145.0,CENTRO,16
2.78,50.0,3.4,6.6,12.12,10.0,38.0,4.6,6.9,96.0,CENTRO,17
2.75,45.0,2.8,6.1,12.27,8.8,35.0,3.7,9.1,79.0,CENTRO,18
2.77,39.0,2.8,7.2,17.92,10.0,30.0,2.6,9.4,32.0,CENTRO,19
2.77,35.0,2.7,8.3,11.68,11.0,26.0,2.6,10.2,25.0,CENTRO,20
2.82,31.0,2.6,9.7,19.83,12.2,22.0,3.2,8.2,37.0,CENTRO,21
2.71,39.0,2.3,5.8,14.59,8.1,29.0,5.3,6.3,128.0,CENTRO,22
2.63,47.0,2.2,2.7,10.61,4.9,17.0,2.3,8.9,148.0,CENTRO,23
2.61,48.0,2.2,2.3,16.3,4.4,20.0,2.2,9.4,146.0,CENTRO,0
2.6,49.0,2.1,2.1,16.337142857142858,4.3,12.0,2.1,8.6,133.0,CENTRO,1
2.6,49.0,2.1,2.0,16.374285714285715,4.1,8.0,2.1,8.1,140.0,CENTRO,2
2.59,49.0,2.15,1.8,16.411428571428573,4.0,6.0,2.1750000000000003,6.8,130.0,CENTRO,3
2.59,50.0,2.1999999999999997,1.7,16.448571428571427,3.9,6.0,2.25,6.9,137.0,CENTRO,4
2.59,50.0,2.25,1.8,16.485714285714284,3.9,6.0,2.325,5.9,121.0,CENTRO,5
2.73,26.0,2.3,8.9,16.52285714285714,11.2,8.0,2.4,3.0,58.0,CENTRO,6
2.79,20.0,4.2,9.9,16.56,14.1,22.0,2.3,1.3,139.0,CENTRO,7
3.27,7.0,21.3,16.2,22.055,37.4,21.0,2.9,2.2,75.0,CENTRO,8
3.49,10.0,23.2,18.1,27.55,41.2,64.0,3.9,3.4,74.0,CENTRO,9
3.32,23.0,12.4,15.4,21.67,27.8,68.0,3.3,7.7,85.0,CENTRO,10
2.87,45.0,4.8,7.9,19.27,12.7,67.0,7.0,13.3,77.0,CENTRO,11
2.76,57.0,3.3,5.0,17.17,8.3,76.0,8.6,14.2,87.0,CENTRO,12
2.75,56.0,3.0,4.3,20.65,7.3,57.0,3.6,14.7,83.0,CENTRO,13
2.79,57.0,3.6,5.2,19.99,8.7,36.0,4.2,14.1,82.0,CENTRO,14
2.77,58.0,3.2,4.6,17.9,7.8,61.0,4.8,15.0,97.0,CENTRO,15
2.77,57.0,3.1,4.4,16.884999999999998,7.449999999999999,54.5,4.2,15.85,98.5,CENTRO,16
2.77,56.0,3.0,4.2,15.87,7.1,48.0,3.6,16.7,100.0,CENTRO,17
2.78,52.0,2.8,4.8,19.71,7.7,50.0,2.8,15.7,92.0,CENTRO,18
2.8,48.0,2.5,6.1,17.33,8.6,40.0,2.4,14.6,99.0,CENTRO,19
2.73,52.0,2.4,5.0,15.59,7.3,35.0,2.9,13.1,106.0,CENTRO,20
2.74,51.0,2.2,4.8,15.05,7.0,22.0,2.2,7.8,128.0,CENTRO,21
2.71,54.0,2.2,4.1,14.59,6.3,16.0,2.1,10.2,102.0,CENTRO,22
2.68,57.0,2.166666666666667,2.5,16.8,4.7,23.0,2.2,11.5,129.0,CENTRO,23
2.71,50.0,2.1333333333333333,3.1,17.42,5.3,29.0,2.2,10.3,95.0,CENTRO,0
2.72,51.0,2.1,2.8,18.02,5.0,26.0,2.2333333333333334,9.3,76.0,CENTRO,1
2.72,52.0,2.2,2.3,20.37,4.5,24.0,2.2666666666666666,9.3,60.0,CENTRO,2
2.71,54.0,2.1,1.9,18.115,4.1,18.0,2.3,9.3,66.0,CENTRO,3
2.71,56.0,2.2,1.8,15.86,4.0,17.0,2.2,8.2,75.0,CENTRO,4
2.71,55.0,2.2,1.8,18.585,3.9,16.0,2.2,6.8,81.0,CENTRO,5
2.75,47.0,2.3,3.5,21.310000000000002,5.7,19.0,2.95,4.5,41.0,CENTRO,6
2.82,32.0,2.4,8.8,24.035,11.2,21.0,3.7,5.8,42.0,CENTRO,7
2.85,37.0,2.6,7.1,26.76,9.7,33.0,2.8,6.5,85.0,CENTRO,8
2.92,32.0,3.6,9.0,34.82,12.6,36.0,3.6,4.8,77.0,CENTRO,9
2.96,36.0,3.9,8.8,33.65,12.7,49.0,4.0,5.6,78.0,CENTRO,10
2.96,44.0,3.4,7.4,30.61,10.8,46.0,4.3,8.1,71.0,CENTRO,11
2.91,50.0,3.2,5.6,30.83,8.8,51.0,3.4,8.8,50.0,CENTRO,12
2.87,53.0,3.2,4.5,24.6,7.6,45.0,2.8,8.6,63.0,CENTRO,13
2.81,59.0,2.7,2.7,20.78,5.4,34.0,2.6,11.7,123.0,CENTRO,14
2.87,59.0,2.8,3.3,23.69,6.1,30.0,2.6,11.1,88.0,CENTRO,15
2.81,60.0,2.6,2.4,26.75,4.9,35.0,2.5,13.5,118.0,CENTRO,16
2.79,58.0,2.5,1.9,23.68,4.3,26.0,2.5,12.6,132.0,CENTRO,17
2.82,56.0,2.6,2.7,21.1,5.3,30.0,2.3,13.1,123.0,CENTRO,18
2.92,54.0,2.7,3.3,23.083333333333336,6.0,25.0,2.3,11.2,126.0,CENTRO,19
2.93,42.0,2.7,6.5,25.066666666666666,9.2,26.0,2.2666666666666666,8.1,129.0,CENTRO,20
2.86,45.0,2.4,4.9,27.05,7.2,33.0,2.2333333333333334,10.7,99.0,CENTRO,21
2.83,49.0,2.3,2.7,27.96,5.0,45.0,2.2,12.5,94.0,CENTRO,22
2.82,50.0,2.3,2.5,31.47,4.8,40.0,2.2,10.4,94.0,CENTRO,23
2.81,49.0,2.2,2.4,29.9,4.7,35.0,2.1,9.5,83.0,CENTRO,0
2.81,49.0,2.2,2.1,31.97,4.3,33.0,2.2,7.4,91.0,CENTRO,1
2.84,45.0,2.25,2.7,32.7975,4.9,24.0,2.1,6.3,52.0,CENTRO,2
2.83,42.0,2.3,3.4,33.625,5.6,28.0,2.3,4.7,36.0,CENTRO,3
2.83,35.0,2.2,5.4,34.4525,7.6,29.0,3.3,4.2,27.0,CENTRO,4
2.84,33.0,2.3,5.9,35.28,8.3,37.0,4.1,4.5,41.0,CENTRO,5
2.85,29.0,2.4,6.4,36.54,8.7,42.0,4.7,2.2,12.0,CENTRO,6
2.86,32.0,2.3,5.6,34.57,7.9,44.0,3.7,3.4,27.0,CENTRO,7
2.9,27.0,2.4,7.0,31.53,9.4,36.0,3.4,4.0,61.0,CENTRO,8
2.97,21.0,4.3,8.9,32.47,13.2,35.0,4.4,3.7,39.0,CENTRO,9
2.99,21.0,5.3,9.8,37.93,15.1,45.0,4.8,4.8,12.0,CENTRO,10
3.01,30.0,5.3,8.2,41.17,13.4,59.0,4.1,4.6,18.0,CENTRO,11
3.05,38.0,4.5,7.4,46.36,11.9,57.0,4.0,5.0,57.0,CENTRO,12
3.02,43.0,4.3,7.4,48.97,11.6,58.0,5.3,6.3,66.0,CENTRO,13
2.92,51.0,2.7,3.1,34.39,5.9,54.0,3.1,9.2,62.0,CENTRO,14
2.89,50.0,2.9,3.2,33.306666666666665,6.0,36.0,3.1,6.3,64.0,CENTRO,15
2.94,45.0,2.9,4.4,32.223333333333336,7.3,29.0,2.9000000000000004,8.6,61.0,CENTRO,16
2.94,45.0,2.7,3.9,31.14,6.6,40.0,2.7,9.1,62.0,CENTRO,17
2.96,43.0,2.5,4.1,31.087500000000002,6.5,33.0,2.5,8.4,72.0,CENTRO,18
2.95,41.0,2.4,4.1,31.035,6.5,31.0,2.3,7.9,105.0,CENTRO,19
2.98,37.0,2.4,5.2,30.9825,7.5,34.0,2.8,7.8,81.0,CENTRO,20
2.97,36.0,2.3666666666666667,4.7,30.93,7.0,38.0,3.6,7.7,94.0,CENTRO,21
2.88,37.0,2.333333333333333,3.2,26.4,5.5,31.0,2.6,7.6,93.0,CENTRO,22
2.87,35.0,2.3,3.2,24.75,5.5,29.0,2.3,6.2,62.0,CENTRO,23
2.89,32.0,2.4,4.0,24.182,6.3,18.0,2.3,5.2,51.0,CENTRO,0
2.9,32.0,2.3,3.3,23.614,5.5,23.0,2.1,5.0,51.0,CENTRO,1
2.84,35.0,2.2,2.2,23.046,4.4,18.0,2.0,4.8,64.0,CENTRO,2
2.84,35.0,2.2,2.1,22.478,4.4,13.0,2.1,4.4,78.0,CENTRO,3
2.83,35.0,2.3,1.9,21.91,4.1,22.0,2.1,2.7,61.0,CENTRO,4
2.85,30.0,2.3,3.3,23.515,5.5,13.0,3.0,2.9,341.0,CENTRO,5
2.87,23.0,2.4,5.8,25.12,8.0,25.0,4.0,5.3,359.0,CENTRO,6
2.93,16.0,2.5,8.1,26.724999999999998,10.6,25.0,2.7,3.3,27.0,CENTRO,7
3.15,12.0,3.9,9.4,28.33,13.2,48.0,2.7,4.0,5.0,CENTRO,8
3.23,12.0,5.5,9.3,34.76,14.8,51.0,2.6,4.6,343.0,CENTRO,9
3.1,21.0,4.0,7.0,28.89,11.0,52.0,2.5,4.9,336.0,CENTRO,10
3.1,26.0,3.7,6.1,33.09,9.9,58.0,2.6,4.5,354.0,CENTRO,11
3.15,32.0,5.4,6.6,40.35,12.0,57.0,2.8,4.8,52.0,CENTRO,12
3.21,45.0,4.1,6.8,42.77,10.8,70.0,2.9,5.2,16.0,CENTRO,13
3.33,48.0,3.4,8.8,45.12,12.2,71.0,3.3,4.5,62.0,CENTRO,14
3.26,42.0,3.5,9.2,43.99,12.7,79.0,4.6,6.3,92.0,CENTRO,15
3.06,43.0,3.3,6.4,35.03,9.7,75.0,3.3,8.4,97.0,CENTRO,16
3.04,39.0,3.0,6.6,32.75,9.5,58.0,3.3,7.4,92.0,CENTRO,17
3.06,31.0,2.8,7.3,31.19,10.0,53.0,2.9,7.0,93.0,CENTRO,18
3.15,22.0,2.8,9.0,30.62,11.7,44.0,2.5,4.5,123.0,CENTRO,19
3.29,11.0,3.2,12.2,36.64,15.4,48.0,2.5,2.9,352.0,CENTRO,20
3.28,6.0,3.4,13.0,36.52,16.3,46.0,3.0,1.6,262.0,CENTRO,21
3.33,8.0,4.4,13.1,38.32,17.5,43.0,3.5,2.5,32.0,CENTRO,22
3.46,6.0,7.8,13.0,40.34,20.7,45.0,2.8,1.3,276.0,CENTRO,23
3.28,17.0,4.8,10.2,36.5,14.9,51.0,3.5,2.1,92.0,CENTRO,0
3.03,31.0,2.2,5.7,40.75,8.0,47.0,4.0,3.9,76.0,CENTRO,1
2.98,26.0,2.3,5.0,32.79,7.3,49.0,3.5,4.7,58.0,CENTRO,2
2.98,13.0,2.9,7.7,30.78,10.7,40.0,4.4,4.5,359.0,CENTRO,3
2.95,17.0,2.4,6.0,29.14,8.3,34.0,3.3,3.5,37.0,CENTRO,4
3.05,20.0,2.4,4.8,28.88,7.0,33.0,2.8,3.1,68.0,CENTRO,5
2.98,16.0,3.15,5.0,27.95,7.3,31.0,2.9,1.6,34.0,CENTRO,6
3.1,6.0,3.9,8.7,31.4,12.6,33.0,3.0,1.7,349.0,CENTRO,7
3.26,6.0,6.9,8.7,35.36,15.6,44.0,2.8,2.1,310.0,CENTRO,8
3.53,6.0,11.4,9.9,31.12,21.3,42.0,2.9,2.8,344.0,CENTRO,9
3.57,9.0,11.2,10.3,35.25,21.5,62.0,3.1,2.6,359.0,CENTRO,10
4.24,10.0,16.8,14.9,45.82,31.6,96.0,3.3,3.8,36.0,CENTRO,11
3.88,18.0,11.9,13.4,47.73,25.2,98.0,4.2,4.2,21.0,CENTRO,12
3.55,28.0,6.0,11.2,40.98,17.2,84.0,4.7,3.7,18.0,CENTRO,13
