date,CO,O3,NO,NO2,PM2.5,NOX,PM10,SO2,WSR,WDR,Zona,Hora
2020-01-07 14:00:00,0.21999997,52.61917,0.99759007,4.518058,8.309999,7.182234,25.0,2.996611,3.1,61.000004,NORTE,14
2020-01-07 14:00:00,1.78,52.0,3.4231572,13.430579,8.15,8.42344,73.25,6.3999996,8.5,226.53479,SURESTE,14
2020-01-07 15:00:00,2.98,54.0,4.6999993,7.1,16.82,11.900001,66.93,7.7000003,8.0,56.0,CENTRO,15
2020-01-07 15:00:00,0.24945861,56.672054,0.5681486,5.1490746,7.6399994,7.742651,42.0,3.2729208,3.4,64.0,NORTE,15
2020-01-07 15:00:00,1.81,59.999996,3.2851205,12.810614,12.65,7.389681,42.0,6.2,14.099999,239.24924,SURESTE,15
2020-01-07 16:00:00,3.02,64.0,4.0999994,6.7,21.97,10.700001,65.520004,4.9,9.4,63.999996,CENTRO,16
2020-01-07 16:00:00,0.30809313,58.367363,0.5706625,6.7485404,9.58,9.191668,29.999998,3.5119267,3.1,68.0,NORTE,16
2020-01-07 16:00:00,1.8399999,64.0,2.934051,12.6645355,16.23,7.2759027,42.0,6.0,15.699999,236.70581,SURESTE,16
2020-01-07 17:00:00,3.04,62.0,3.7999997,6.8,17.009998,10.6,61.850002,7.2000003,12.3,82.0,CENTRO,17
2020-01-07 17:00:00,0.4054519,54.026962,1.472517,7.5852184,10.62,11.0817795,25.999998,3.7426953,8.1,91.0,NORTE,17
2020-01-07 17:00:00,1.8,57.0,2.6458697,12.784607,7.3899994,8.20397,52.0,12.299999,19.8,219.29666,SURESTE,17
2020-01-07 18:00:00,3.0100002,50.0,3.3999991,6.7,10.7,10.000001,58.7,6.8,13.4,97.0,CENTRO,18
2020-01-07 18:00:00,0.46091115,45.438675,1.3506737,7.7176003,7.8099995,11.416864,47.0,3.4944592,13.6,88.0,NORTE,18
2020-01-07 18:00:00,1.8399999,45.0,2.4972272,13.339531,6.949999,9.740569,57.0,10.299999,17.7,229.01865,SURESTE,18
2020-01-07 19:00:00,3.0300002,43.0,3.3999991,7.1,10.589999,10.500001,47.41,9.4,12.3,99.0,CENTRO,19
2020-01-07 19:00:00,0.49290413,40.588734,0.83209896,8.14072,8.349999,11.998959,38.0,3.0790691,11.4,102.0,NORTE,19
2020-01-07 19:00:00,1.8399999,42.0,1.9482088,13.271862,7.3599997,9.12468,44.0,7.7,16.5,243.85767,SURESTE,19
2020-01-07 20:00:00,3.02,42.0,3.1999993,6.3,10.03,9.5,37.97,3.6000001,10.0,110.0,CENTRO,20
2020-01-07 20:00:00,0.486072,36.75115,0.4579172,9.596012,10.03,12.354299,44.0,2.4868655,10.400001,113.0,NORTE,20
2020-01-07 20:00:00,1.79,43.0,1.9228945,11.609691,6.7799997,7.5263147,34.0,5.8999996,17.099998,258.39545,SURESTE,20
2020-01-07 21:00:00,2.9900002,41.0,2.9999995,5.7,11.08,8.700001,36.07,3.2,7.7,136.0,CENTRO,21
2020-01-07 21:00:00,0.48359638,33.27929,0.31474113,11.569732,9.95,14.140402,41.0,2.272476,6.1000004,123.0,NORTE,21
2020-01-07 21:00:00,1.77,43.0,1.7600012,11.358431,6.5099993,7.0569725,29.0,5.7,13.599999,271.3343,SURESTE,21
2020-01-07 22:00:00,2.92,45.0,3.0999994,3.7000008,11.849999,6.8,38.61,3.1000001,8.099999,154.0,CENTRO,22
2020-01-07 22:00:00,0.46504396,32.33018,0.21221447,11.914637,10.97,14.219398,30.999998,2.1740787,4.9,118.0,NORTE,22
2020-01-07 22:00:00,1.79,40.0,1.8928003,11.525838,8.25,7.10742,20.0,5.7,11.799999,275.8359,SURESTE,22
2020-01-07 23:00:00,2.9,46.0,2.9999995,2.6000004,12.74,5.6000004,37.7,3.0,8.3,152.0,CENTRO,23
2020-01-07 23:00:00,0.45124602,31.440186,0.33417988,12.55608,11.309999,14.604427,25.0,2.1624093,1.8000002,105.0,NORTE,23
2020-01-07 23:00:00,1.81,37.0,1.941577,11.811933,9.69,7.446701,29.0,5.6,12.4,277.83743,SURESTE,23
2020-01-08 00:00:00,2.89,46.0,2.9999995,2.3000011,12.13,5.300001,36.42,3.0,7.3999996,134.0,CENTRO,0
2020-01-08 00:00:00,0.55193985,26.659319,0.7521782,15.2027445,25.08,17.861816,30.999998,2.228314,1.3000002,264.0,NORTE,0
2020-01-08 00:00:00,1.88,25.0,2.3089452,15.388772,11.799999,10.733629,30.0,5.6,8.7,303.22772,SURESTE,0
2020-01-08 01:00:00,2.88,46.0,2.9999995,2.1999998,11.65,5.1000004,34.27,2.9,6.3999996,132.0,CENTRO,1
2020-01-08 01:00:00,0.4851116,29.559021,0.39835358,13.16356,19.27,15.54444,45.0,2.1877742,1.3000002,328.0,NORTE,1
2020-01-08 01:00:00,1.78,37.0,1.621211,11.4059105,10.41,6.3483543,37.0,5.5,13.299999,291.2229,SURESTE,1
2020-01-08 02:00:00,2.9,45.0,2.9999995,2.1999998,11.53,5.200001,32.78,2.9,4.8999996,100.0,CENTRO,2
2020-01-08 02:00:00,0.4762162,33.170288,-0.09577274,10.582382,17.32,12.236558,51.0,2.381871,1.3000002,74.0,NORTE,2
2020-01-08 02:00:00,1.73,44.0,1.2941103,8.32525,8.25,3.5925312,22.0,5.3999996,22.4,244.21585,SURESTE,2
2020-01-08 03:00:00,2.9,45.0,2.9999995,2.0,11.49,5.1000004,37.29,2.8000002,5.7999997,84.0,CENTRO,3
2020-01-08 03:00:00,0.41095167,33.994,-0.09748268,8.559891,10.33,10.185338,41.0,2.1436958,1.6000004,126.0,NORTE,3
2020-01-08 03:00:00,1.74,41.0,1.2782917,8.784649,8.15,3.5174446,36.0,5.5,19.8,247.95499,SURESTE,3
2020-01-08 04:00:00,2.9,43.0,2.9999995,2.1000004,11.92,5.200001,43.27,2.7000003,4.8999996,62.0,CENTRO,4
2020-01-08 04:00:00,0.33250135,34.165443,-0.48649693,7.1190104,10.309999,8.398445,33.0,2.004363,1.3999996,124.0,NORTE,4
2020-01-08 04:00:00,1.74,40.0,1.3737125,8.73598,8.37,3.378685,32.0,5.5,11.9,252.88388,SURESTE,4
2020-01-08 05:00:00,2.91,42.0,2.9999995,2.7000008,13.0199995,5.700001,45.71,2.7000003,2.6999998,42.0,CENTRO,5
2020-01-08 05:00:00,0.30079037,32.43959,-0.5336752,7.053816,10.69,8.022974,30.999998,1.9249876,1.3000002,70.0,NORTE,5
2020-01-08 05:00:00,1.75,37.0,1.3551388,8.815326,8.95,3.7757359,28.000002,5.396119,11.599999,247.53195,SURESTE,5
2020-01-08 06:00:00,2.95,33.0,2.9999995,5.4000006,15.28,8.500001,43.08,3.0,3.8999999,50.999996,CENTRO,6
