parameter,date,SE,SE_b,NE,NE_b,CE,CE_b,NO,NO_b,SO,SO_b,NO2,NO2_b,Norte,NTE_b,NE2,NE2_b,SE2,SE2_b,SO2,SO2_b,SE3,SE3_b,SUR,SUR_b,Norte2,NTE2_b,NE3,NE3_b
PM10 ,2020-02-28 10:00:00.000,78.0, ,99.0, ,93.0, ,152.3, ,230.0, ,100.0, ,136.0, ,149.0, ,101.0, ,122.0, ,338.0, ,46.0, ,169.0, ,, 
PM10 ,2020-02-28 11:00:00.000,130.0, ,118.0, ,99.0, ,96.85, ,100.0, ,106.0, ,128.0, ,118.0, ,99.0, ,83.0, ,154.0, ,70.0, ,125.0, ,, 
PM10 ,2020-02-28 12:00:00.000,139.0, ,114.0, ,,o,81.66, ,109.0, ,69.0, ,88.0, ,71.0, ,69.0, ,98.0, ,86.0, ,51.0, ,100.0, ,, 
PM10 ,2020-02-28 13:00:00.000,83.0, ,86.0, ,122.0, ,46.26, ,98.0, ,98.0, ,89.0, ,68.0, ,40.0, ,100.0, ,75.0, ,52.0, ,94.0, ,, 
PM10 ,2020-02-28 14:00:00.000,57.0, ,68.0, ,67.0, ,51.68, ,87.0, ,109.0, ,45.0, ,73.0, ,33.0, ,72.0, ,43.0, ,61.0, ,76.0, ,, 
PM10 ,2020-02-28 15:00:00.000,65.0, ,59.0, ,70.0, ,59.31, ,74.0, ,75.0, ,49.0, ,50.0, ,17.0, ,76.0, ,44.0, ,78.0, ,54.0, ,, 
PM10 ,2020-02-28 16:00:00.000,47.0, ,42.0, ,53.0, ,44.19, ,85.0, ,69.0, ,43.0, ,44.0, ,26.0, ,86.0, ,50.0, ,61.0, ,53.0, ,, 
PM10 ,2020-02-28 17:00:00.000,39.0, ,42.0, ,46.0, ,41.02, ,68.0, ,82.0, ,32.0, ,57.0, ,27.0, ,74.0, ,36.0, ,48.0, ,42.0, ,, 
PM10 ,2020-02-28 18:00:00.000,39.0, ,37.0, ,43.0, ,43.78, ,54.0, ,103.0, ,28.0, ,37.0, ,31.0, ,78.0, ,45.0, ,23.0, ,43.0, ,, 
PM10 ,2020-02-28 19:00:00.000,29.0, ,37.0, ,38.0, ,46.45, ,49.0, ,71.0, ,28.0, ,53.0, ,29.0, ,52.0, ,44.0, ,29.0, ,42.0, ,, 
PM10 ,2020-02-28 20:00:00.000,35.0, ,42.0, ,30.0, ,43.78, ,40.0, ,55.0, ,35.0, ,92.0, ,36.0, ,19.0, ,63.0, ,34.0, ,46.0, ,, 
PM10 ,2020-02-28 21:00:00.000,31.0, ,45.0, ,30.0, ,,x,34.0, ,67.0, ,42.0, ,65.0, ,45.0, ,19.0, ,62.0, ,38.0, ,49.0, ,, 
PM10 ,2020-02-28 22:00:00.000,22.0, ,61.0, ,27.0, ,,x,42.0, ,56.0, ,43.0, ,49.0, ,66.0, ,30.0, ,51.0, ,45.0, ,51.0, ,, 
PM10 ,2020-02-28 23:00:00.000,23.0, ,53.0, ,24.0, ,,x,34.0, ,50.0, ,49.0, ,101.0, ,53.0, ,34.0, ,105.0, ,43.0, ,35.0, ,, 
PM10 ,2020-02-29 00:00:00.000,28.0, ,59.0, ,27.0, ,65.95, ,28.0, ,66.0, ,38.0, ,80.0, ,57.0, ,23.0, ,50.0, ,48.0, ,38.0, ,, 
PM10 ,2020-02-29 01:00:00.000,30.0, ,59.0, ,31.0, ,50.89, ,29.0, ,72.0, ,45.0, ,37.0, ,49.0, ,17.0, ,39.0, ,31.0, ,44.0, ,, 
PM10 ,2020-02-29 02:00:00.000,39.0, ,52.0, ,59.0, ,64.18, ,27.0, ,65.0, ,39.0, ,44.0, ,39.0, ,31.0, ,37.0, ,29.0, ,56.0, ,, 
PM10 ,2020-02-29 03:00:00.000,49.0, ,35.0, ,36.0, ,48.64, ,50.0, ,66.0, ,21.0, ,41.0, ,28.0, ,40.0, ,31.0, ,28.0, ,53.0, ,, 
PM10 ,2020-02-29 04:00:00.000,44.0, ,22.0, ,43.0, ,46.14, ,57.0, ,,o,23.0, ,27.0, ,29.0, ,46.0, ,55.0, ,40.0, ,36.0, ,, 
PM10 ,2020-02-29 05:00:00.000,37.0, ,25.0, ,38.0, ,56.92, ,51.0, ,,o,17.0, ,32.0, ,28.0, ,31.0, ,50.0, ,47.0, ,43.0, ,, 
PM10 ,2020-02-29 06:00:00.000,30.0, ,28.0, ,25.0, ,48.88, ,49.0, ,,o,20.0, ,45.0, ,31.0, ,27.0, ,36.0, ,92.0, ,40.0, ,, 
PM10 ,2020-02-29 07:00:00.000,41.0, ,26.0, ,35.0, ,55.76, ,70.0, ,,o,25.0, ,47.0, ,47.0, ,31.0, ,71.0, ,39.0, ,42.0, ,, 
PM10 ,2020-02-29 08:00:00.000,40.0, ,32.0, ,36.0, ,67.24, ,120.0, ,,o,39.0, ,34.0, ,69.0, ,34.0, ,63.0, ,42.0, ,52.0, ,, 
PM10 ,2020-02-29 09:00:00.000,58.0, ,38.0, ,45.0, ,,x,163.0, ,,o,79.0, ,66.0, ,67.0, ,56.0, ,146.0, ,55.0, ,75.0, ,, 
PM10 ,2020-02-29 10:00:00.000,57.0, ,50.0, ,51.0, ,,x,159.0, ,,o,42.0, ,64.0, ,46.0, ,143.0, ,45.0, ,84.0, ,66.0, ,, 
PM10 ,2020-02-29 11:00:00.000,66.0, ,55.0, ,67.0, ,,x,120.0, ,,o,53.0, ,56.0, ,33.0, ,90.0, ,49.0, ,97.0, ,72.0, ,, 
PM10 ,2020-02-29 12:00:00.000,77.0, ,66.0, ,79.0, ,,x,103.0, ,,o,65.0, ,72.0, ,36.0, ,78.0, ,48.0, ,107.0, ,70.0, ,, 
PM10 ,2020-02-29 13:00:00.000,73.0, ,67.0, ,94.0, ,,x,80.0, ,,o,62.0, ,36.0, ,43.0, ,77.0, ,58.0, ,92.0, ,77.0, ,, 
PM10 ,2020-02-29 14:00:00.000,70.0, ,69.0, ,78.0, ,,x,103.0, ,,o,50.0, ,67.0, ,41.0, ,101.0, ,48.0, ,94.0, ,65.0, ,, 
PM10 ,2020-02-29 15:00:00.000,62.0, ,54.0, ,65.0, ,,x,98.0, ,,o,52.0, ,82.0, ,56.0, ,81.0, ,62.0, ,69.0, ,64.0, ,, 
PM10 ,2020-02-29 16:00:00.000,47.0, ,62.0, ,46.0, ,,x,75.0, ,,o,43.0, ,71.0, ,45.0, ,74.0, ,61.0, ,51.0, ,50.0, ,, 
PM10 ,2020-02-29 17:00:00.000,44.0, ,63.0, ,40.0, ,,x,51.0, ,,o,38.0, ,67.0, ,58.0, ,45.0, ,69.0, ,48.0, ,56.0, ,, 
PM10 ,2020-02-29 18:00:00.000,40.0, ,51.0, ,33.0, ,,x,46.0, ,,o,38.0, ,53.0, ,52.0, ,41.0, ,61.0, ,50.0, ,54.0, ,, 
PM10 ,2020-02-29 19:00:00.000,30.0, ,46.0, ,34.0, ,,x,36.0, ,,o,38.0, ,37.0, ,47.0, ,32.0, ,63.0, ,42.0, ,58.0, ,, 
PM10 ,2020-02-29 20:00:00.000,36.0, ,47.0, ,27.0, ,,x,35.0, ,,o,,s,55.0, ,43.0, ,23.0, ,68.0, ,33.0, ,46.0, ,, 
PM10 ,2020-02-29 21:00:00.000,36.0, ,54.0, ,30.0, ,,x,52.0, ,,o,55.0, ,49.0, ,41.0, ,23.0, ,67.0, ,58.0, ,56.0, ,, 
PM10 ,2020-02-29 22:00:00.000,32.0, ,66.0, ,39.0, ,,x,57.0, ,,o,53.0, ,65.0, ,39.0, ,31.0, ,54.0, ,57.0, ,71.0, ,, 
PM10 ,2020-02-29 23:00:00.000,50.0, ,58.0, ,29.0, ,,x,65.0, ,,o,48.0, ,51.0, ,24.0, ,38.0, ,40.0, ,48.0, ,52.0, ,, 
PM10 ,2020-03-01 00:00:00.000,,x,,x,,x,,x,,x,,x,,x,,x,,l,,x,,l,,l,,l,,x
PM10 ,2020-03-01 01:00:00.000,31.0, ,35.0, ,32.0, ,48.56, ,48.0, ,,x,27.0, ,41.0, ,25.0, ,28.0, ,26.0, ,37.0, ,47.0, ,, 
PM10 ,2020-03-01 02:00:00.000,27.0, ,28.0, ,31.0, ,27.02, ,50.0, ,,x,21.0, ,27.0, ,22.0, ,28.0, ,24.0, ,33.0, ,33.0, ,, 
